time,timesecs,timens,j0pos,j1pos,j2pos,j3pos,j4pos,j5pos,j0vel,j1vel,j2vel,j3vel,j4vel,j5vel,j0acc,j1acc,j2acc,j3acc,j4acc,j5acc
 8.63,8,636441670,0.620563,-1.843886,1.628627,-1.356439,-1.57144,0.620563,0.954623,-0.876604,0.614331,0.2631,-0.000708,0.954623,2.293085,1.336521,-1.772906,0.437852,-0.00146,2.293085 
 8.65,8,653006385,0.636691,-1.858223,1.63856,-1.35202,-1.571452,0.636691,0.993384,-0.853897,0.585105,0.269645,-0.000732,0.993384,2.386975,1.405044,-1.755757,0.352324,-0.001466,2.386976 
 8.66,8,669565419,0.653468,-1.87217,1.648008,-1.347507,-1.571464,0.653467,1.038991,-0.834147,0.558898,0.276134,-0.00076,1.038991,3.137214,0.985257,-1.416611,0.43367,-0.00194,3.137214 
 8.68,8,685953361,0.670918,-1.885707,1.656976,-1.342923,-1.571477,0.670918,1.080964,-0.809164,0.530319,0.27976,-0.000785,1.080964,1.959645,2.048951,-2.054086,0.006531,-0.000999,1.959645 
 8.70,8,702495321,0.689066,-1.898813,1.665469,-1.338295,-1.57149,0.689066,1.113718,-0.775149,0.496994,0.279095,-0.000801,1.113718,2.000461,2.06365,-1.975624,-0.086503,-0.000951,2.000462 
 8.71,8,719188828,0.707935,-1.911467,1.673492,-1.333647,-1.571504,0.707935,1.147465,-0.740587,0.464659,0.276894,-0.000816,1.147465,2.04269,2.077343,-1.898896,-0.176794,-0.000897,2.042691 
 8.73,8,736029955,0.727549,-1.923646,1.681049,-1.329009,-1.571518,0.727548,1.182234,-0.705496,0.433313,0.273178,-0.000831,1.182234,2.08656,2.090275,-1.824292,-0.264196,-0.000835,2.086562 
 8.75,8,753013156,0.747926,-1.935328,1.688146,-1.324408,-1.571532,0.747926,1.218057,-0.669893,0.402948,0.267972,-0.000844,1.218057,2.132334,2.102764,-1.75223,-0.348608,-0.000767,2.132335 
 8.77,8,770131107,0.769088,-1.946488,1.694788,-1.319871,-1.571546,0.769088,1.254966,-0.633796,0.373551,0.261306,-0.000857,1.254966,2.180307,2.115208,-1.683154,-0.429986,-0.00069,2.180308 
 8.78,8,787374547,0.791051,-1.957103,1.70098,-1.315429,-1.571561,0.791051,1.292992,-0.597217,0.3451,0.253215,-0.000868,1.292992,2.230815,2.128081,-1.617526,-0.50834,-0.000606,2.230816 
 8.80,8,804732131,0.813829,-1.96715,1.706727,-1.31111,-1.571576,0.813829,1.338932,-0.562873,0.319086,0.24493,-0.000882,1.338932,3.076198,1.84,-1.388078,-0.448876,-0.001024,3.0762 
 8.82,8,822017448,0.837434,-1.976604,1.712035,-1.306944,-1.571592,0.837433,1.379298,-0.525352,0.292431,0.234106,-0.00089,1.379298,1.576196,2.479119,-1.680612,-0.796641,9.5e-05,1.576198 
 8.83,8,839560319,0.861871,-1.985442,1.716908,-1.302959,-1.571607,0.861871,1.407022,-0.482345,0.263838,0.219726,-0.000888,1.407022,1.585119,2.425416,-1.580581,-0.842873,0.000206,1.585121 
 8.85,8,857345696,0.887145,-1.993639,1.721352,-1.299183,-1.571623,0.887144,1.435303,-0.439659,0.236546,0.204369,-0.000883,1.435303,1.595886,2.376182,-1.489924,-0.884201,0.000321,1.595888 
 8.87,8,875355528,0.913251,-2.001174,1.725372,-1.295645,-1.571639,0.913251,1.464152,-0.397277,0.210456,0.188114,-0.000876,1.464153,1.608739,2.332036,-1.408697,-0.921192,0.000442,1.608741 
 8.89,8,893568660,0.940183,-2.008026,1.728973,-1.292371,-1.571655,0.940183,1.493582,-0.355169,0.185464,0.171038,-0.000867,1.493582,1.623935,2.293626,-1.336964,-0.954427,0.000569,1.623938 
 8.91,8,911960785,0.967927,-2.014172,1.732159,-1.289386,-1.571671,0.967927,1.523603,-0.313295,0.161458,0.153213,-0.000855,1.523603,1.641751,2.261631,-1.274813,-0.984498,0.0007,1.641754 
 8.93,8,930504465,0.996461,-2.019594,1.734935,-1.286713,-1.571686,0.996461,1.554227,-0.271605,0.138315,0.134708,-0.000841,1.554228,1.66248,2.23676,-1.222361,-1.011997,0.000837,1.662482 
 8.94,8,949169216,1.025759,-2.024275,1.737304,-1.284375,-1.571702,1.025759,1.585467,-0.230034,0.115909,0.115589,-0.000824,1.585468,1.686432,2.219762,-1.179769,-1.037511,0.00098,1.686435 
 8.96,8,967921692,1.055786,-2.0282,1.739271,-1.282389,-1.571717,1.055786,1.617335,-0.188506,0.094101,0.095916,-0.000804,1.617336,1.71394,2.211424,-1.147251,-1.061615,0.001128,1.713943 
 8.98,8,986725932,1.086502,-2.031354,1.740838,-1.280773,-1.571732,1.086502,1.649844,-0.146932,0.072747,0.075745,-0.000781,1.649844,1.745355,2.212585,-1.125094,-1.08486,0.001281,1.745358 
 9.00,9,5543710,1.117857,-2.033727,1.742008,-1.27954,-1.571747,1.117857,1.658011,-0.10397,0.051088,0.054468,-0.000745,1.658011,-0.864238,2.320844,-1.16057,-1.160133,0.002561,-0.864236 
 9.02,9,24904344,1.149798,-2.035311,1.742782,-1.278699,-1.571761,1.149797,1.633508,-0.060566,0.02949,0.032657,-0.000692,1.633509,-1.648648,2.155743,-1.067152,-1.089275,0.002848,-1.648647 
 9.04,9,44978234,1.182262,-2.0361,1.743163,-1.278259,-1.571774,1.182262,1.601322,-0.019451,0.009187,0.011831,-0.000637,1.601323,-1.560547,1.945375,-0.958143,-0.987915,0.002722,-1.560546 
 9.06,9,65744272,1.215184,-2.036092,1.743151,-1.278223,-1.571787,1.215184,1.562076,0.018828,-0.009665,-0.007618,-0.000579,1.562076,-2.198699,1.736936,-0.855323,-0.88302,0.002844,-2.198698 
 9.08,9,87390627,1.248493,-2.035286,1.742745,-1.278591,-1.571798,1.248493,1.516135,0.054184,-0.027121,-0.025547,-0.000519,1.516136,-2.049721,1.53442,-0.759776,-0.776006,0.00264,-2.04972 
 9.10,9,109901289,1.282113,-2.033685,1.741946,-1.279359,-1.571809,1.282113,1.471546,0.086734,-0.043327,-0.041922,-0.000462,1.471547,-1.91538,1.361516,-0.681862,-0.680977,0.002449,-1.915379 
 9.13,9,133255004,1.315966,-2.031295,1.740752,-1.28052,-1.57182,1.315966,1.421303,0.116117,-0.058168,-0.056501,-0.000405,1.421304,-2.368306,1.153268,-0.588125,-0.567023,0.002415,-2.368306 
 9.15,9,157667302,1.349973,-2.028124,1.73916,-1.282065,-1.571829,1.349973,1.365844,0.142339,-0.071699,-0.069237,-0.000349,1.365845,-2.179845,0.998583,-0.521986,-0.478379,0.002177,-2.179845 
 9.18,9,183125728,1.384053,-2.024183,1.737169,-1.283979,-1.571837,1.384053,1.306181,0.165184,-0.083841,-0.079991,-0.000295,1.306182,-2.488813,0.796422,-0.431635,-0.366978,0.002052,-2.488814 
 9.20,9,209877938,1.418127,-2.019486,1.734775,-1.286247,-1.571844,1.418127,1.241586,0.184543,-0.094551,-0.088697,-0.000244,1.241586,-2.341407,0.653578,-0.370147,-0.285554,0.001811,-2.341408 
 9.23,9,237980971,1.452117,-2.014048,1.731976,-1.28885,-1.57185,1.452117,1.241586,0.212743,-0.110241,-0.1012,-0.000206,1.241586,2.349608,1.407715,-0.776629,-0.628332,0.000966,2.349609 
 9.26,9,264541731,1.485948,-2.007886,1.728766,-1.291766,-1.571855,1.485948,1.306181,0.252769,-0.132631,-0.11876,-0.000177,1.306182,2.515368,1.609651,-0.911893,-0.694817,0.001159,2.51537 
 9.28,9,289640421,1.519546,-2.00102,1.725141,-1.294972,-1.57186,1.519546,1.365844,0.294692,-0.156781,-0.136463,-0.000145,1.365845,2.218433,1.725157,-1.009966,-0.712558,0.001404,2.218434 
 9.31,9,313545002,1.552846,-1.99347,1.721098,-1.298443,-1.571863,1.552846,1.421303,0.338612,-0.182884,-0.154214,-0.00011,1.421304,2.426173,1.954687,-1.177892,-0.773942,0.001584,2.426175 
 9.33,9,336267157,1.585784,-1.985259,1.71663,-1.302152,-1.571865,1.585784,1.471546,0.383956,-0.21075,-0.171631,-7.1e-05,1.471547,1.974315,2.027914,-1.270781,-0.75477,0.001795,1.974316 
 9.35,9,358040285,1.618302,-1.976408,1.711734,-1.306071,-1.571866,1.618302,1.516135,0.43054,-0.240418,-0.188495,-3e-05,1.516136,2.124649,2.256011,-1.458417,-0.79508,0.001952,2.12465 
 9.37,9,378866928,1.650349,-1.966941,1.706403,-1.310174,-1.571866,1.650349,1.562076,0.480183,-0.273035,-0.205467,1.2e-05,1.562077,2.29038,2.516682,-1.678436,-0.835567,0.002117,2.290381 
 9.39,9,398754972,1.68188,-1.956881,1.700633,-1.314429,-1.571865,1.68188,1.593316,0.527612,-0.305695,-0.220199,5.5e-05,1.593317,0.808226,2.224009,-1.588111,-0.634831,0.002192,0.808226 
 9.41,9,418098250,1.712853,-1.946254,1.694419,-1.318809,-1.571864,1.712853,1.585467,0.563315,-0.332788,-0.228813,9.6e-05,1.585468,-1.630587,1.435685,-1.190434,-0.246844,0.00202,-1.630588 
 9.43,9,437453690,1.743235,-1.935082,1.687755,-1.323284,-1.571862,1.743235,1.554227,0.590867,-0.356187,-0.232997,0.000134,1.554228,-1.598522,1.412298,-1.228222,-0.185661,0.001871,-1.598523 
 9.45,9,456795407,1.772997,-1.923389,1.680635,-1.327825,-1.571859,1.772997,1.516135,0.614869,-0.378398,-0.234826,0.000168,1.516136,-2.330377,1.064747,-1.063763,-0.003384,0.001625,-2.330379 
 9.47,9,476292716,1.802117,-1.911199,1.673056,-1.332404,-1.571855,1.802117,1.471546,0.63514,-0.399238,-0.234304,0.000197,1.471547,-2.245055,1.015426,-1.07447,0.056722,0.001443,-2.245057 
 9.49,9,495924826,1.830575,-1.898535,1.665012,-1.336993,-1.571851,1.830575,1.428268,0.654631,-0.420452,-0.232625,0.000224,1.428269,-2.165173,0.970744,-1.087199,0.11421,0.001273,-2.165175 
 9.51,9,515672530,1.858359,-1.885419,1.656498,-1.341565,-1.571846,1.858359,1.386263,0.673393,-0.442059,-0.229824,0.000248,1.386264,-2.090158,0.93002,-1.101589,0.169403,0.001115,-2.09016 
 9.53,9,535518236,1.88546,-1.871872,1.647508,-1.346093,-1.571841,1.88546,1.345493,0.691475,-0.464073,-0.225934,0.000268,1.345494,-2.019505,0.89269,-1.117338,0.222563,0.000968,-2.019506 
 9.55,9,555445967,1.911872,-1.857916,1.638039,-1.350551,-1.571836,1.911873,1.305922,0.708918,-0.486504,-0.220987,0.000286,1.305923,-1.952763,0.858289,-1.134195,0.2739,0.000832,-1.952765 
 9.57,9,575441341,1.937595,-1.843569,1.628085,-1.354915,-1.57183,1.937595,1.261334,0.722124,-0.506778,-0.213966,0.0003,1.261335,-2.494463,0.461159,-0.88992,0.426171,0.000551,-2.494464 
 9.59,9,595692025,1.96263,-1.828852,1.617641,-1.359161,-1.571824,1.96263,1.212117,0.731006,-0.524694,-0.204982,0.00031,1.212118,-2.367589,0.416363,-0.879723,0.460918,0.000421,-2.36759 
 9.61,9,616189556,1.986981,-1.813781,1.606702,-1.363266,-1.571817,1.986981,1.164821,0.739115,-0.542622,-0.195211,0.000317,1.164822,-2.248369,0.375155,-0.869856,0.492401,0.000307,-2.24837 
 9.63,9,636926628,2.010655,-1.798374,1.595264,-1.367209,-1.57181,2.010655,1.11937,0.746498,-0.560559,-0.184704,0.000323,1.119371,-2.136139,0.337197,-0.860214,0.520853,0.000205,-2.136141 
 9.65,9,657897065,2.033662,-1.782646,1.583321,-1.370969,-1.571804,2.033662,1.070473,0.749455,-0.575588,-0.172682,0.000324,1.070474,-2.512761,-0.052707,-0.571989,0.622124,-3.8e-05,-2.512762 
 9.67,9,679307772,2.056011,-1.766611,1.570867,-1.374525,-1.571797,2.056011,1.018519,0.74801,-0.587558,-0.15932,0.000323,1.018519,-2.342003,-0.082034,-0.546316,0.625973,-0.000112,-2.342004 
 9.70,9,701161348,2.077716,-1.750284,1.557898,-1.377859,-1.57179,2.077716,0.964407,0.742248,-0.59623,-0.144942,0.000318,0.964408,-2.594156,-0.439331,-0.249031,0.685704,-0.000314,-2.594157 
 9.72,9,723684401,2.098789,-1.733676,1.544407,-1.380952,-1.571783,2.098789,0.908515,0.732293,-0.601524,-0.129749,0.000311,0.908516,-2.371411,-0.44442,-0.221431,0.663437,-0.000352,-2.371412 
 9.74,9,746892832,2.119245,-1.716799,1.530388,-1.383787,-1.571775,2.119245,0.851752,0.718409,-0.60335,-0.114097,0.000301,0.851752,-2.504406,-0.743531,0.059575,0.681382,-0.0005,-2.504407 
 9.77,9,771042966,2.139099,-1.699661,1.515834,-1.386348,-1.571768,2.139099,0.78689,0.693984,-0.595794,-0.097295,0.000286,0.786891,-2.82916,-1.255264,0.550476,0.701822,-0.000718,-2.829162 
 9.79,9,796675309,2.158366,-1.682273,1.500738,-1.388618,-1.571761,2.158367,0.717214,0.661102,-0.580141,-0.080139,0.000267,0.717214,-2.600366,-1.30217,0.664066,0.635365,-0.000726,-2.600368 
 9.82,9,824059892,2.177063,-1.664642,1.485092,-1.390582,-1.571754,2.177063,0.681617,0.657025,-0.589566,-0.066671,0.00026,0.681617,-0.083712,0.975644,-1.348991,0.373497,0.000174,-0.083713 
 9.85,9,850720933,2.195205,-1.646774,1.468887,-1.392225,-1.571747,2.195206,0.642817,0.646201,-0.592168,-0.053285,0.00025,0.642818,-2.702551,-1.722332,1.121041,0.598392,-0.000881,-2.702552 
 9.87,9,879812122,2.21281,-1.628673,1.452115,-1.393532,-1.57174,2.21281,0.559847,0.58713,-0.549575,-0.036896,0.000222,0.559848,-2.909027,-2.251714,1.731697,0.516808,-0.001033,-2.909029 
 9.91,9,913012133,2.229893,-1.610345,1.434764,-1.39449,-1.571733,2.229893,0.496692,0.543996,-0.520403,-0.023003,0.0002,0.496692,-1.053017,-0.475864,0.130055,0.344747,-0.000338,-1.053018 
 9.94,9,947632699,2.24647,-1.591791,1.416824,-1.395084,-1.571727,2.246471,0.418437,0.476913,-0.465425,-0.010986,0.00017,0.418437,-3.036892,-2.967177,2.653364,0.31031,-0.001184,-3.036894 
 9.99,9,992567994,2.262559,-1.573012,1.398281,-1.3953,-1.57172,2.262559,0.245552,0.289918,-0.28796,-0.00166,0.000101,0.245552,-2.772542,-3.154528,3.073458,0.077742,-0.00113,-2.772543 
10.10,10,109916003,2.278174,-1.554009,1.379122,-1.395125,-1.571714,2.278175,-0.008534,-0.010388,0.010474,-9.6e-05,-4e-06,-0.008534,-2.558945,-3.114137,3.139739,-0.028735,-0.001061,-2.558946 
10.21,10,213912172,2.262561,-1.573011,1.39828,-1.3953,-1.57172,2.262561,-0.250583,-0.296223,0.294403,0.001517,-0.000103,-0.250583,-2.681742,-3.030521,2.941809,0.085501,-0.001091,-2.681743 
10.25,10,259739495,2.246474,-1.591788,1.416821,-1.395084,-1.571727,2.246474,-0.410814,-0.468227,0.456944,0.01079,-0.000167,-0.410814,-2.950434,-2.886775,2.583761,0.29961,-0.001151,-2.950435 
10.29,10,294962555,2.229898,-1.61034,1.43476,-1.39449,-1.571733,2.229898,-0.518073,-0.566764,0.541866,0.024283,-0.000208,-0.518074,-2.902603,-2.448154,1.991125,0.453784,-0.001075,-2.902604 
10.32,10,325165208,2.212817,-1.628668,1.45211,-1.393532,-1.57174,2.212817,-0.606151,-0.635901,0.59532,0.039868,-0.00024,-0.606152,-2.828424,-2.026735,1.455001,0.568658,-0.000981,-2.828426 
10.35,10,352382106,2.195214,-1.646767,1.468881,-1.392225,-1.571747,2.195215,-0.680975,-0.684707,0.627516,0.056398,-0.000265,-0.680975,-2.603376,-1.499627,0.860378,0.636496,-0.000822,-2.603377 
10.37,10,377746420,2.177074,-1.664634,1.485084,-1.390582,-1.571754,2.177074,-0.75261,-0.724727,0.649984,0.073874,-0.000287,-0.75261,-3.052366,-1.656731,0.910361,0.743146,-0.000913,-3.052368 
10.40,10,401409944,2.158379,-1.682264,1.500729,-1.388619,-1.571761,2.158379,-0.818517,-0.754729,0.662407,0.091385,-0.000305,-0.818517,-2.455958,-0.835702,0.108963,0.724238,-0.000599,-2.455959 
10.42,10,424154849,2.139114,-1.699651,1.515824,-1.386349,-1.571768,2.139114,-0.873065,-0.770272,0.661406,0.107873,-0.000317,-0.873066,-2.325021,-0.521753,-0.202104,0.721522,-0.000463,-2.325023 
10.44,10,446233843,2.119262,-1.716787,1.530378,-1.383789,-1.571775,2.119262,-0.926777,-0.78181,0.656643,0.12412,-0.000327,-0.926777,-2.542632,-0.523248,-0.229655,0.750332,-0.000443,-2.542634 
10.46,10,467664067,2.098808,-1.733663,1.544396,-1.380954,-1.571783,2.098809,-0.978776,-0.789052,0.648194,0.139759,-0.000335,-0.978777,-2.294571,-0.146103,-0.560993,0.704809,-0.000252,-2.294573 
10.48,10,488669394,2.077738,-1.75027,1.557887,-1.377861,-1.57179,2.077738,-1.028704,-0.791863,0.636131,0.154583,-0.000339,-1.028704,-2.460642,-0.121279,-0.587753,0.706556,-0.000196,-2.460643 
10.50,10,509254165,2.056035,-1.766596,1.570855,-1.374528,-1.571797,2.056036,-1.075693,-0.790131,0.620691,0.168244,-0.000341,-1.075693,-2.090554,0.292326,-0.911126,0.616728,4e-05,-2.090555 
10.52,10,529623457,2.033688,-1.78263,1.583308,-1.370972,-1.571804,2.033688,-1.11937,-0.783823,0.602031,0.180553,-0.000339,-1.119371,-2.198784,0.32723,-0.921273,0.591838,0.000125,-2.198786 
10.54,10,549773401,2.010684,-1.798357,1.595251,-1.367213,-1.57181,2.010684,-1.164821,-0.77685,0.583365,0.1922,-0.000336,-1.164822,-2.313389,0.365116,-0.931551,0.564091,0.000222,-2.31339 
10.56,10,569699121,1.987012,-1.813763,1.606689,-1.363271,-1.571817,1.987013,-1.212117,-0.769168,0.564701,0.203134,-0.00033,-1.212118,-2.434929,0.406224,-0.941998,0.533284,0.000332,-2.434931 
10.58,10,589394684,1.962664,-1.828833,1.617628,-1.359166,-1.571823,1.962664,-1.254966,-0.756987,0.543388,0.212223,-0.000321,-1.254966,-1.903969,0.829235,-1.218079,0.386922,0.000614,-1.90397 
10.60,10,609047659,1.937632,-1.84355,1.628071,-1.354921,-1.57183,1.937632,-1.292992,-0.74039,0.519641,0.219334,-0.000308,-1.292993,-1.966473,0.86005,-1.198852,0.336797,0.000735,-1.966474 
10.62,10,628646934,1.911912,-1.857896,1.638025,-1.350557,-1.571836,1.911912,-1.332171,-0.723212,0.496329,0.225428,-0.000292,-1.332172,-2.032271,0.8932,-1.18038,0.285092,0.000865,-2.032272 
10.64,10,648179934,1.885503,-1.871851,1.647495,-1.346099,-1.571841,1.885503,-1.372537,-0.705419,0.473448,0.230475,-0.000274,-1.372538,-2.101726,0.929002,-1.162842,0.231669,0.001007,-2.101728 
10.66,10,667632567,1.858405,-1.885398,1.656484,-1.341572,-1.571846,1.858405,-1.414127,-0.686975,0.450991,0.234444,-0.000253,-1.414128,-2.175253,0.967851,-1.146454,0.176349,0.00116,-2.175254 
10.68,10,686989178,1.830623,-1.898513,1.664998,-1.337001,-1.571851,1.830624,-1.456976,-0.667836,0.428949,0.237302,-0.000229,-1.456977,-2.253316,1.010231,-1.13148,0.118914,0.001324,-2.253318 
10.70,10,706232530,1.802168,-1.911177,1.673043,-1.332412,-1.571855,1.802168,-1.508742,-0.651143,0.409291,0.240214,-0.000202,-1.508743,-3.146409,0.727727,-0.915955,0.184932,0.00141,-3.146411 
10.72,10,725154584,1.773051,-1.923367,1.680622,-1.327834,-1.571859,1.773051,-1.554227,-0.630465,0.388032,0.240748,-0.000172,-1.554228,-1.632968,1.450339,-1.322009,-0.129968,0.001798,-1.632969 
10.74,10,744113404,1.743292,-1.935059,1.687741,-1.323293,-1.571862,1.743292,-1.585467,-0.602792,0.36339,0.237686,-0.000136,-1.585468,-1.663582,1.469769,-1.278268,-0.193152,0.001947,-1.663584 
10.76,10,763085743,1.712913,-1.946231,1.694405,-1.318818,-1.571864,1.712913,-1.617335,-0.574686,0.33952,0.233418,-9.8e-05,-1.617336,-1.696946,1.494101,-1.238939,-0.25682,0.002101,-1.696947 
10.78,10,782046237,1.681942,-1.956859,1.70062,-1.314438,-1.571865,1.681942,-1.649844,-0.546083,0.316365,0.227939,-5.7e-05,-1.649844,-1.73339,1.524097,-1.204355,-0.321403,0.002261,-1.733391 
10.80,10,800967469,1.650414,-1.966918,1.70639,-1.310183,-1.571866,1.650414,-1.683005,-0.516911,0.293864,0.221237,-1.2e-05,-1.683006,-1.77328,1.560641,-1.174913,-0.387387,0.002425,-1.773281 
10.81,10,819820095,1.618369,-1.976385,1.711721,-1.306081,-1.571866,1.618369,-1.716834,-0.487087,0.271947,0.213298,3.5e-05,-1.716835,-1.817019,1.604757,-1.151083,-0.455325,0.002595,-1.81702 
10.83,10,838573012,1.585853,-1.985237,1.716618,-1.302161,-1.571865,1.585853,-1.751342,-0.456512,0.250535,0.204104,8.5e-05,-1.751343,-1.86505,1.657625,-1.133427,-0.525837,0.002769,-1.865051 
10.85,10,857193588,1.552918,-1.993449,1.721086,-1.298452,-1.571863,1.552918,-1.786544,-0.425076,0.22954,0.193634,0.000138,-1.786545,-1.917858,1.720604,-1.122611,-0.599614,0.002949,-1.917858 
10.87,10,875647956,1.51962,-2.000999,1.72513,-1.294982,-1.57186,1.51962,-1.822454,-0.392653,0.208862,0.181859,0.000195,-1.822455,-1.975976,1.795262,-1.119433,-0.677428,0.003133,-1.975977 
10.89,10,893901354,1.486023,-2.007866,1.728755,-1.291775,-1.571855,1.486023,-1.813521,-0.3508,0.184065,0.164822,0.000247,-1.813522,2.911102,2.72957,-1.56214,-1.163806,0.0025,2.911105 
10.91,10,912837580,1.452195,-2.014028,1.731965,-1.288859,-1.57185,1.452195,-1.768856,-0.302829,0.156914,0.14406,0.000293,-1.768857,1.836006,2.356866,-1.317219,-1.037137,0.002449,1.836008 
10.93,10,932245716,1.418206,-2.019467,1.734766,-1.286256,-1.571844,1.418206,-1.734002,-0.258471,0.132458,0.124205,0.000339,-1.734003,1.758051,2.21783,-1.20531,-1.010068,0.002295,1.758053 
10.95,10,952093163,1.384133,-2.024165,1.73716,-1.283988,-1.571837,1.384133,-1.699835,-0.215675,0.109489,0.104427,0.000383,-1.699836,1.687217,2.097876,-1.111338,-0.984141,0.002145,1.687219 
10.97,10,972343379,1.350053,-2.028106,1.739151,-1.282073,-1.571829,1.350053,-1.666342,-0.174262,0.087791,0.084759,0.000425,-1.666343,1.622991,1.995273,-1.033393,-0.959534,0.001998,1.622993 
10.99,10,992956255,1.316047,-2.031278,1.740744,-1.280528,-1.57182,1.316047,-1.633508,-0.134057,0.067161,0.065231,0.000465,-1.633509,1.564889,1.908464,-0.969836,-0.936331,0.001854,1.564891 
11.01,11,13888599,1.282194,-2.03367,1.741939,-1.279366,-1.571809,1.282194,-1.593473,-0.094519,0.047218,0.045693,0.0005,-1.593474,2.246171,1.862184,-0.932306,-0.926896,0.001462,2.246173 
11.03,11,35306758,1.248574,-2.035272,1.742738,-1.278598,-1.571798,1.248574,-1.54661,-0.055866,0.027961,0.026359,0.000529,-1.54661,2.133231,1.750123,-0.867437,-0.87984,0.001287,2.133233 
11.05,11,57169807,1.215265,-2.036079,1.743145,-1.278229,-1.571787,1.215265,-1.501124,-0.018683,0.009578,0.007619,0.000555,-1.501125,2.030785,1.653922,-0.815492,-0.835712,0.001124,2.030787 
11.07,11,79434240,1.182342,-2.036089,1.743157,-1.278265,-1.571774,1.182342,-1.456976,0.017198,-0.008113,-0.010511,0.000579,-1.456977,1.937802,1.571616,-0.774868,-0.794152,0.00097,1.937804 
11.10,11,102054636,1.149877,-2.035301,1.742777,-1.278704,-1.571761,1.149877,-1.407231,0.05159,-0.025115,-0.027837,0.000596,-1.407231,2.446612,1.46408,-0.725874,-0.735161,0.000559,2.446615 
11.12,11,125213661,1.117935,-2.033718,1.742003,-1.279544,-1.571747,1.117935,-1.352321,0.084306,-0.041422,-0.044178,0.000607,-1.352321,2.299034,1.363588,-0.683451,-0.677294,0.000413,2.299036 
11.14,11,148871746,1.086579,-2.031346,1.740834,-1.280777,-1.571732,1.086578,-1.299554,0.115504,-0.057186,-0.059547,0.000615,-1.299554,2.16505,1.275858,-0.650059,-0.623144,0.000282,2.165052 
11.17,11,172988198,1.055862,-2.028193,1.739268,-1.282392,-1.571717,1.055861,-1.242786,0.144533,-0.072146,-0.073548,0.000618,-1.242787,2.528575,1.128183,-0.588739,-0.536517,-8.9e-05,2.528577 
11.19,11,197767203,1.025832,-2.02427,1.737302,-1.284377,-1.571702,1.025832,-1.182469,0.171247,-0.086282,-0.086057,0.000614,-1.182469,2.343817,1.029983,-0.553039,-0.474265,-0.000186,2.343819 
11.22,11,223177806,0.996533,-2.01959,1.734933,-1.286715,-1.571686,0.996532,-1.119647,0.195264,-0.099428,-0.096858,0.000605,-1.119647,2.586036,0.858583,-0.480404,-0.375359,-0.000498,2.586038 
11.24,11,249448853,0.967996,-2.014169,1.732158,-1.289387,-1.571671,0.967996,-1.049692,0.215375,-0.110978,-0.105345,0.000589,-1.049693,2.724131,0.672251,-0.398236,-0.271158,-0.00076,2.724133 
11.27,11,276834522,0.94025,-2.008024,1.728972,-1.292372,-1.571655,0.94025,-0.977774,0.232031,-0.121142,-0.111762,0.000567,-0.977774,2.528391,0.545906,-0.344655,-0.198657,-0.00082,2.528392 
11.30,11,305415422,0.913316,-2.001174,1.725372,-1.295645,-1.571639,0.913315,-0.977774,0.266014,-0.140969,-0.125909,0.000585,-0.977774,-2.603532,1.938875,-1.104254,-0.836597,0.002183,-2.603532 
11.33,11,331185825,0.887206,-1.993639,1.721352,-1.299183,-1.571623,0.887206,-1.044315,0.320563,-0.172524,-0.148952,0.000643,-1.044315,-2.529979,2.289616,-1.343654,-0.947826,0.002245,-2.529979 
11.35,11,354687898,0.86193,-1.985443,1.716909,-1.302958,-1.571607,0.86193,-1.10291,0.378726,-0.207221,-0.172461,0.000696,-1.10291,-2.431528,2.655745,-1.608488,-1.049004,0.002274,-2.431528 
11.37,11,376309929,0.83749,-1.976606,1.712036,-1.306943,-1.571592,0.83749,-1.153288,0.439848,-0.244901,-0.195939,0.000744,-1.153288,-2.201684,2.989766,-1.874207,-1.117097,0.002198,-2.201683 
11.39,11,396379916,0.813883,-1.967153,1.706729,-1.311109,-1.571576,0.813883,-1.182117,0.497449,-0.282062,-0.216396,0.000779,-1.182118,-0.59942,2.694675,-1.796505,-0.898357,0.001177,-0.599419 
11.41,11,415555746,0.791102,-1.957107,1.700982,-1.315428,-1.571561,0.791102,-1.187999,0.548994,-0.317278,-0.232724,0.000798,-1.187999,-0.0,2.666183,-1.867964,-0.797949,0.000753,1e-06 
11.43,11,434045301,0.769137,-1.946492,1.69479,-1.31987,-1.571546,0.769136,-1.182117,0.597156,-0.351988,-0.246167,0.000807,-1.182117,0.644814,2.52796,-1.877133,-0.650083,0.000268,0.644815 
11.45,11,452038699,0.747972,-1.935332,1.688149,-1.324406,-1.571532,0.747972,-1.15894,0.637268,-0.383321,-0.254925,0.000803,-1.15894,1.930128,1.903222,-1.585876,-0.315603,-0.000694,1.93013 
11.46,11,469890516,0.727592,-1.923651,1.681052,-1.329007,-1.571518,0.727591,-1.11937,0.667735,-0.410095,-0.258582,0.000787,-1.11937,2.493413,1.501285,-1.406341,-0.092818,-0.001186,2.493414 
11.48,11,487770071,0.707976,-1.911473,1.673495,-1.333645,-1.571504,0.707976,-1.075693,0.694016,-0.435412,-0.25951,0.000765,-1.075693,2.392887,1.438902,-1.425895,-0.011052,-0.001213,2.392887 
11.50,11,505670179,0.689104,-1.898819,1.665473,-1.338292,-1.57149,0.689104,-1.033719,0.719221,-0.461105,-0.258988,0.000743,-1.033719,2.29724,1.377532,-1.445068,0.069331,-0.001232,2.29724 
