time,timesecs,timens,j0pos,j1pos,j2pos,j3pos,j4pos,j5pos,j0vel,j1vel,j2vel,j3vel,j4vel,j5vel,j0acc,j1acc,j2acc,j3acc,j4acc,j5acc
 2.68,2,685353084,1.618302,-2.011407,1.98918,-1.548519,-1.571866,1.618302,1.516135,0.483067,-0.260382,-0.221058,-3e-05,1.516136,2.124649,2.469925,-1.558837,-0.908575,0.001952,2.12465 
 2.70,2,706179727,1.650349,-2.000798,1.983411,-1.553324,-1.571866,1.650349,1.562076,0.537257,-0.295184,-0.240393,1.2e-05,1.562077,2.29038,2.739678,-1.788073,-0.948925,0.002117,2.290381 
 2.72,2,726067772,1.68188,-1.989558,1.977179,-1.558297,-1.571865,1.68188,1.593316,0.588576,-0.329868,-0.25699,5.5e-05,1.593317,0.808226,2.389172,-1.680632,-0.707473,0.002192,0.808226 
 2.74,2,745411050,1.712853,-1.97772,1.970479,-1.563403,-1.571864,1.712853,1.585467,0.626445,-0.358377,-0.266354,9.6e-05,1.585468,-1.630587,1.49213,-1.243066,-0.250657,0.00202,-1.630588 
 2.76,2,764766490,1.743235,-1.965316,1.96331,-1.568605,-1.571862,1.743235,1.554227,0.654918,-0.382745,-0.27049,0.000134,1.554228,-1.598522,1.450974,-1.27568,-0.176879,0.001871,-1.598523 
 2.78,2,784108206,1.772997,-1.952377,1.955668,-1.57387,-1.571859,1.772997,1.516135,0.679177,-0.405681,-0.271852,0.000168,1.516136,-2.330377,1.0528,-1.091194,0.035994,0.001625,-2.330379 
 2.80,2,803605516,1.802117,-1.938935,1.947552,-1.579163,-1.571855,1.802117,1.471546,0.699053,-0.426988,-0.270467,0.000197,1.471547,-2.245055,0.986796,-1.094955,0.105837,0.001443,-2.245057 
 2.82,2,823237626,1.830575,-1.925022,1.938959,-1.584453,-1.571851,1.830575,1.428268,0.717826,-0.448533,-0.26774,0.000224,1.428269,-2.165173,0.926395,-1.100445,0.171805,0.001273,-2.165175 
 2.84,2,842985329,1.858359,-1.910667,1.929888,-1.589707,-1.571846,1.858359,1.386263,0.735567,-0.470327,-0.26373,0.000248,1.386264,-2.090158,0.870842,-1.107258,0.23425,0.001115,-2.09016 
 2.86,2,862831035,1.88546,-1.895898,1.920336,-1.594895,-1.571841,1.88546,1.345493,0.752335,-0.492374,-0.258494,0.000268,1.345494,-2.019505,0.81951,-1.115053,0.293458,0.000968,-2.019506 
 2.88,2,882758767,1.911872,-1.880743,1.910303,-1.599988,-1.571836,1.911873,1.305922,0.768188,-0.514675,-0.252086,0.000286,1.305923,-1.952763,0.77188,-1.123543,0.349657,0.000832,-1.952765 
 2.90,2,902754141,1.937595,-1.865229,1.899788,-1.604958,-1.57183,1.937595,1.261334,0.779262,-0.534511,-0.24337,0.0003,1.261335,-2.494463,0.334981,-0.856939,0.519368,0.000551,-2.494464 
 2.92,2,923004825,1.96263,-1.84938,1.888789,-1.609781,-1.571824,1.96263,1.212117,0.785508,-0.551677,-0.232502,0.00031,1.212118,-2.367589,0.282289,-0.838652,0.553921,0.000421,-2.36759 
 2.94,2,943502356,1.986981,-1.83322,1.877306,-1.614431,-1.571817,1.986981,1.164821,0.790799,-0.56868,-0.220838,0.000317,1.164822,-2.248369,0.23426,-0.82064,0.58408,0.000307,-2.24837 
 2.96,2,964239427,2.010655,-1.816771,1.865338,-1.618886,-1.57181,2.010655,1.11937,0.7952,-0.58551,-0.208455,0.000323,1.119371,-2.136139,0.190465,-0.802793,0.610164,0.000205,-2.136141 
 2.98,2,985209864,2.033662,-1.800054,1.852884,-1.623124,-1.571804,2.033662,1.070473,0.794811,-0.599135,-0.194491,0.000324,1.070474,-2.512761,-0.224165,-0.495897,0.71749,-3.8e-05,-2.512762 
 3.00,3,6620571,2.056011,-1.783087,1.839943,-1.627125,-1.571797,2.056011,1.018519,0.789706,-0.609412,-0.179161,0.000323,1.018519,-2.342003,-0.252415,-0.46442,0.714458,-0.000112,-2.342004 
 3.02,3,28474147,2.077716,-1.765889,1.826516,-1.630872,-1.57179,2.077716,0.964407,0.780062,-0.616139,-0.162846,0.000318,0.964408,-2.594156,-0.623174,-0.153534,0.774049,-0.000314,-2.594157 
 3.05,3,50997201,2.098789,-1.748475,1.8126,-1.634346,-1.571783,2.098789,0.904152,0.762299,-0.616184,-0.1451,0.000309,0.904152,-2.739162,-0.944195,0.144317,0.797049,-0.000482,-2.739164 
 3.07,3,74437716,2.119245,-1.730861,1.798195,-1.637532,-1.571775,2.119245,0.843319,0.740639,-0.612596,-0.127091,0.000298,0.843319,-2.455059,-0.903985,0.161382,0.74008,-0.000491,-2.455061 
 3.09,3,98829351,2.139099,-1.713059,1.7833,-1.640417,-1.571768,2.139099,0.779099,0.712116,-0.602509,-0.108721,0.000283,0.7791,-2.773415,-1.409118,0.648881,0.75733,-0.000704,-2.773416 
 3.12,3,124718018,2.158366,-1.695082,1.767913,-1.642985,-1.571761,2.158367,0.709191,0.674275,-0.583481,-0.089982,0.000264,0.709192,-2.614249,-1.501513,0.811019,0.687733,-0.000737,-2.61425 
 3.15,3,152452030,2.177063,-1.67694,1.752032,-1.645225,-1.571754,2.177063,0.677801,0.670718,-0.59387,-0.076065,0.000258,0.677801,0.268966,1.219507,-1.564602,0.34565,0.000306,0.268966 
 3.17,3,179075118,2.195205,-1.658642,1.735656,-1.647125,-1.571747,2.195206,0.643608,0.660996,-0.597902,-0.062344,0.00025,0.643608,-2.718717,-1.888814,1.237646,0.648251,-0.000887,-2.718718 
 3.20,3,208136968,2.21281,-1.640196,1.71878,-1.648674,-1.57174,2.21281,0.559427,0.596482,-0.551306,-0.044518,0.000221,0.559427,-2.972165,-2.451689,1.883823,0.564582,-0.001059,-2.972166 
 3.24,3,241430901,2.229893,-1.62161,1.701403,-1.649863,-1.571733,2.229893,0.491463,0.544442,-0.514387,-0.029471,0.000198,0.491463,-1.261712,-0.806132,0.440504,0.364314,-0.000423,-1.261713 
 3.27,3,276715119,2.24647,-1.602887,1.68352,-1.650683,-1.571727,2.246471,0.409701,0.470143,-0.453247,-0.016404,0.000167,0.409701,-2.958149,-2.975272,2.636296,0.335561,-0.001154,-2.95815 
 3.32,3,322738557,2.262559,-1.584033,1.665126,-1.651124,-1.57172,2.262559,0.243001,0.28776,-0.282436,-0.005029,0.0001,0.243001,-2.656308,-3.038546,2.921842,0.113518,-0.001083,-2.656309 
 3.43,3,437193249,2.278174,-1.56505,1.646216,-1.651178,-1.571714,2.278175,-0.005415,-0.006586,0.00656,1.9e-05,-2e-06,-0.005415,-2.573411,-3.128452,3.116351,0.00895,-0.001067,-2.573412 
 3.54,3,543219098,2.262561,-1.584031,1.665124,-1.651124,-1.57172,2.262561,-0.248412,-0.294346,0.288997,0.005047,-0.000102,-0.248412,-2.661027,-3.033806,2.911311,0.119308,-0.001083,-2.661028 
 3.58,3,589239025,2.246474,-1.602884,1.683517,-1.650683,-1.571727,2.246474,-0.409689,-0.470143,0.453249,0.016403,-0.000167,-0.409689,-2.958272,-2.975498,2.636524,0.33556,-0.001154,-2.958273 
 3.62,3,624520572,2.229898,-1.621605,1.701399,-1.649864,-1.571733,2.229898,-0.520826,-0.576408,0.544276,0.031514,-0.000209,-0.520827,-3.131703,-2.811077,2.298568,0.508994,-0.001166,-3.131704 
 3.65,3,654391211,2.212817,-1.640191,1.718775,-1.648675,-1.57174,2.212817,-0.610635,-0.65134,0.60214,0.048483,-0.000242,-0.610636,-2.723976,-2.046174,1.433938,0.609286,-0.000937,-2.723977 
 3.68,3,681495705,2.195214,-1.658635,1.735649,-1.647125,-1.571747,2.195215,-0.684158,-0.702773,0.635754,0.066223,-0.000266,-0.684158,-2.653678,-1.703326,1.007976,0.692541,-0.00084,-2.65368 
 3.70,3,706730070,2.177074,-1.676931,1.752025,-1.645226,-1.571754,2.177074,-0.750541,-0.742042,0.656682,0.084494,-0.000286,-0.750541,-2.57743,-1.382423,0.63,0.749747,-0.000733,-2.577431 
 3.73,3,730630229,2.158379,-1.695072,1.767905,-1.642986,-1.571761,2.158379,-0.814606,-0.774675,0.670442,0.1033,-0.000303,-0.814606,-2.778883,-1.342175,0.51638,0.822922,-0.000722,-2.778884 
 3.75,3,753375135,2.139114,-1.713048,1.783291,-1.640418,-1.571768,2.139114,-0.873065,-0.798272,0.675528,0.121752,-0.000317,-0.873066,-2.325021,-0.709045,-0.083518,0.790229,-0.000463,-2.325023 
 3.77,3,775454128,2.119262,-1.730848,1.798185,-1.637535,-1.571775,2.119262,-0.926777,-0.81405,0.673364,0.139639,-0.000327,-0.926777,-2.542632,-0.720082,-0.112866,0.830377,-0.000443,-2.542634 
 3.79,3,796884352,2.098808,-1.748462,1.812589,-1.634348,-1.571783,2.098809,-0.978776,-0.825418,0.667294,0.157026,-0.000335,-0.978777,-2.294571,-0.33333,-0.456471,0.787513,-0.000252,-2.294573 
 3.81,3,817889680,2.077738,-1.765874,1.826504,-1.630875,-1.57179,2.077738,-1.028704,-0.832191,0.657364,0.173678,-0.000339,-1.028704,-2.460642,-0.311244,-0.489205,0.797973,-0.000196,-2.460643 
 3.83,3,838474451,2.056035,-1.783071,1.839931,-1.627129,-1.571797,2.056036,-1.075693,-0.834161,0.64377,0.189196,-0.000341,-1.075693,-2.090554,0.123607,-0.830953,0.705274,4e-05,-2.090555 
 3.85,3,858843742,2.033688,-1.800037,1.852871,-1.623128,-1.571804,2.033688,-1.11937,-0.831245,0.626651,0.203355,-0.000339,-1.119371,-2.198784,0.162973,-0.850125,0.684948,0.000125,-2.198786 
 3.87,3,878993687,2.010684,-1.816753,1.865324,-1.61889,-1.57181,2.010684,-1.164821,-0.827528,0.609329,0.216914,-0.000336,-1.164822,-2.313389,0.206205,-0.869357,0.660807,0.000222,-2.31339 
 3.89,3,898919406,1.987012,-1.833201,1.877292,-1.614436,-1.571817,1.987013,-1.218299,-0.827052,0.594732,0.230981,-0.000332,-1.218299,-3.074085,-0.161301,-0.597336,0.755445,0.000168,-3.074087 
 3.91,3,918419964,1.962664,-1.84936,1.888775,-1.609787,-1.571823,1.962664,-1.267515,-0.821548,0.577039,0.243119,-0.000324,-1.267516,-1.942238,0.728357,-1.212042,0.481725,0.000626,-1.94224 
 3.93,3,937878355,1.937632,-1.865208,1.899774,-1.604965,-1.57183,1.937632,-1.305922,-0.80695,0.553553,0.251968,-0.000311,-1.305923,-2.005999,0.772326,-1.202279,0.427907,0.000749,-2.006001 
 3.95,3,957283578,1.911912,-1.880721,1.910289,-1.599995,-1.571836,1.911912,-1.345493,-0.791509,0.530318,0.259722,-0.000295,-1.345494,-2.073119,0.81941,-1.192787,0.371248,0.000883,-2.073121 
 3.97,3,976623182,1.885503,-1.895875,1.920321,-1.594902,-1.571841,1.885503,-1.386263,-0.775177,0.507341,0.266324,-0.000276,-1.386264,-2.143971,0.869973,-1.183779,0.311591,0.001027,-2.143973 
 3.99,3,995883214,1.858405,-1.910643,1.929873,-1.589715,-1.571846,1.858405,-1.428268,-0.757901,0.484625,0.271721,-0.000255,-1.428269,-2.218975,0.924467,-1.175507,0.248741,0.001183,-2.218977 
 4.01,4,15048175,1.830623,-1.924998,1.938944,-1.584462,-1.571851,1.830624,-1.479014,-0.743276,0.464426,0.277241,-0.000232,-1.479014,-3.095464,0.604283,-0.93688,0.329349,0.001243,-3.095466 
 4.03,4,33912358,1.802168,-1.938911,1.947537,-1.579173,-1.571855,1.802168,-1.523603,-0.723934,0.442228,0.280052,-0.000205,-1.523604,-1.604801,1.439293,-1.40697,-0.033943,0.001654,-1.604803 
 4.05,4,52834411,1.773051,-1.952352,1.955654,-1.57388,-1.571859,1.773051,-1.554227,-0.696394,0.416005,0.278704,-0.000172,-1.554228,-1.632968,1.4724,-1.365529,-0.108509,0.001798,-1.632969 
 4.07,4,71793231,1.743292,-1.965291,1.963295,-1.568615,-1.571862,1.743292,-1.585467,-0.668131,0.390483,0.275931,-0.000136,-1.585468,-1.663582,1.510001,-1.32765,-0.184001,0.001947,-1.663584 
 4.09,4,90765571,1.712913,-1.977695,1.970465,-1.563413,-1.571864,1.712913,-1.617335,-0.639086,0.365625,0.271713,-9.8e-05,-1.617336,-1.696946,1.552822,-1.293706,-0.260775,0.002101,-1.696947 
 4.10,4,109726065,1.681942,-1.989533,1.977165,-1.558308,-1.571865,1.681942,-1.649844,-0.609191,0.341385,0.266028,-5.7e-05,-1.649844,-1.73339,1.601715,-1.264125,-0.339251,0.002261,-1.733391 
 4.12,4,128647297,1.650414,-2.000773,1.983398,-1.553335,-1.571866,1.650414,-1.683005,-0.578368,0.317709,0.258849,-1.2e-05,-1.683006,-1.77328,1.657668,-1.239403,-0.419924,0.002425,-1.773281 
 4.14,4,147499923,1.618369,-2.011382,1.989167,-1.54853,-1.571866,1.618369,-1.716834,-0.546527,0.294534,0.250151,3.5e-05,-1.716835,-1.817019,1.721828,-1.220114,-0.503366,0.002595,-1.81702 
 4.16,4,166252839,1.585853,-2.021327,1.994475,-1.543928,-1.571865,1.585853,-1.751342,-0.513563,0.271786,0.239904,8.5e-05,-1.751343,-1.86505,1.795522,-1.206928,-0.590233,0.002769,-1.865051 
 4.18,4,184873416,1.552918,-2.030577,1.999326,-1.539563,-1.571863,1.552918,-1.786544,-0.479359,0.249381,0.228075,0.000138,-1.786545,-1.917858,1.880278,-1.20063,-0.681269,0.002949,-1.917858 
 4.20,4,203327784,1.51962,-2.039102,2.003722,-1.535471,-1.57186,1.51962,-1.822454,-0.44378,0.227221,0.214627,0.000195,-1.822455,-1.975976,1.977855,-1.202142,-0.777312,0.003133,-1.975977 
 4.22,4,221581181,1.486023,-2.046871,2.007669,-1.531684,-1.571855,1.486023,-1.859085,-0.406676,0.205194,0.199521,0.000253,-1.859086,-2.03999,2.090276,-1.212554,-0.879294,0.003322,-2.03999 
 4.23,4,239598351,1.452195,-2.053857,2.011168,-1.528232,-1.57185,1.452195,-1.886971,-0.366152,0.182321,0.181851,0.000313,-1.886972,-1.044836,2.400648,-1.321914,-1.079165,0.003307,-1.044835 
 4.25,4,257521439,1.418206,-2.060033,2.014222,-1.525147,-1.571844,1.418206,-1.905841,-0.322446,0.158688,0.161772,0.000373,-1.905842,-1.062004,2.479289,-1.316704,-1.162945,0.003397,-1.062003 
 4.27,4,275311177,1.384133,-2.065375,2.016836,-1.522454,-1.571837,1.384133,-1.915322,-0.276264,0.134604,0.139678,0.000432,-1.915323,0.0,2.703192,-1.385877,-1.316489,0.003206,2e-06 
 4.29,4,293104284,1.350053,-2.069863,2.019012,-1.520177,-1.571829,1.350053,-1.905841,-0.226897,0.109649,0.11529,0.000486,-1.905841,1.061626,2.834939,-1.413672,-1.419289,0.002884,1.061628 
 4.31,4,311036723,1.316047,-2.073478,2.020752,-1.518337,-1.57182,1.316047,-1.868473,-0.174918,0.084018,0.088997,0.000532,-1.868474,3.07071,2.935646,-1.432118,-1.499481,0.002134,3.070713 
 4.32,4,329429190,1.282194,-2.076205,2.022058,-1.51695,-1.571809,1.282194,-1.822454,-0.123167,0.058956,0.062371,0.000571,-1.822455,1.959021,2.71073,-1.302466,-1.405351,0.00222,1.959024 
 4.34,4,348062196,1.248574,-2.078032,2.022932,-1.51603,-1.571798,1.248574,-1.786544,-0.073472,0.035206,0.03648,0.000611,-1.786545,1.897904,2.626874,-1.248594,-1.375429,0.002043,1.897907 
 4.36,4,366893921,1.215265,-2.078952,2.023375,-1.515586,-1.571787,1.215265,-1.751342,-0.024675,0.012075,0.010867,0.000648,-1.751343,1.843065,2.558808,-1.209504,-1.346516,0.00187,1.843068 
 4.38,4,385881503,1.182342,-2.078962,2.023387,-1.515621,-1.571774,1.182342,-1.716834,0.023372,-0.010635,-0.014418,0.000682,-1.716834,1.794016,2.505145,-1.184073,-1.318347,0.001703,1.794019 
 4.40,4,404981656,1.149877,-2.07806,2.022968,-1.516137,-1.571761,1.149877,-1.683005,0.070806,-0.033116,-0.039318,0.000713,-1.683006,1.7503,2.464601,-1.171363,-1.290577,0.001541,1.750303 
 4.42,4,424151306,1.117935,-2.07625,2.022119,-1.517127,-1.571747,1.117935,-1.649844,0.117751,-0.055551,-0.063778,0.000741,-1.649844,1.711486,2.435977,-1.170591,-1.26279,0.001383,1.711489 
 4.44,4,443348189,1.086579,-2.073541,2.020837,-1.518584,-1.571732,1.086578,-1.617335,0.164318,-0.078112,-0.087735,0.000766,-1.617336,1.677169,2.418149,-1.181111,-1.23451,0.001231,1.677172 
 4.46,4,462531423,1.055862,-2.069944,2.019121,-1.520494,-1.571717,1.055861,-1.585467,0.210605,-0.100962,-0.111125,0.000788,-1.585468,1.646968,2.410058,-1.202391,-1.20521,0.001084,1.64697 
 4.48,4,481662004,1.025832,-2.065473,2.016969,-1.522841,-1.571702,1.025832,-1.554227,0.256694,-0.124255,-0.133875,0.000807,-1.554228,1.620522,2.410701,-1.233989,-1.174328,0.000942,1.620524 
 4.50,4,500703239,0.996533,-2.060148,2.014379,-1.525603,-1.571686,0.996532,-1.523603,0.302657,-0.148135,-0.155912,0.000824,-1.523603,1.597493,2.419123,-1.275543,-1.141272,0.000805,1.597496 
 4.51,4,519621101,0.967996,-2.053988,2.011347,-1.528758,-1.571671,0.967996,-1.493582,0.348546,-0.172738,-0.177156,0.000838,-1.493582,1.577564,2.434412,-1.326746,-1.105436,0.000673,1.577566 
 4.53,4,538384484,0.94025,-2.047017,2.007872,-1.532277,-1.571655,0.94025,-1.456976,0.39234,-0.197144,-0.196497,0.000845,-1.456976,2.317551,2.223341,-1.269066,-0.951458,9.3e-05,2.317554 
 4.55,4,557151194,0.913316,-2.039263,2.003949,-1.536132,-1.571639,0.913315,-1.414127,0.433635,-0.221212,-0.213672,0.000846,-1.414127,2.25062,2.179086,-1.296881,-0.87954,-3.6e-05,2.250622 
 4.57,4,575894114,0.887206,-2.030752,1.999574,-1.540292,-1.571623,0.887206,-1.372537,0.474088,-0.245827,-0.229462,0.000844,-1.372538,2.188641,2.13899,-1.330593,-0.805879,-0.000154,2.188643 
 4.59,4,594588644,0.86193,-2.021515,1.994746,-1.544723,-1.571607,0.86193,-1.332171,0.513719,-0.271057,-0.243817,0.00084,-1.332172,2.131035,2.102047,-1.369505,-0.730167,-0.000263,2.131037 
 4.61,4,613212770,0.83749,-2.011583,1.98946,-1.54939,-1.571592,0.83749,-1.292992,0.552536,-0.29696,-0.256687,0.000834,-1.292993,2.077281,2.06737,-1.412964,-0.652171,-0.000363,2.077283 
 4.63,4,631747066,0.813883,-2.000986,1.983713,-1.55426,-1.571576,0.813883,-1.254966,0.590538,-0.323581,-0.268029,0.000827,-1.254966,2.026909,2.034186,-1.460354,-0.571733,-0.000454,2.02691 
 4.65,4,650174662,0.791102,-1.989757,1.977501,-1.559297,-1.571561,0.791102,-1.218057,0.627718,-0.350952,-0.277801,0.000818,-1.218057,1.979498,2.001828,-1.51109,-0.488773,-0.000537,1.979499 
 4.66,4,668481151,0.769137,-1.977929,1.970822,-1.564464,-1.571546,0.769136,-1.182234,0.664066,-0.379098,-0.285967,0.000807,-1.182235,1.934672,1.969734,-1.564614,-0.403286,-0.000612,1.934674 
 4.68,4,686654483,0.747972,-1.965535,1.963674,-1.569728,-1.571532,0.747972,-1.141869,0.696015,-0.405941,-0.291037,0.000791,-1.141869,2.497908,1.537553,-1.382307,-0.153027,-0.001106,2.49791 
 4.70,4,704865122,0.727592,-1.952605,1.956052,-1.575053,-1.571518,0.727591,-1.097314,0.723247,-0.431209,-0.292962,0.000771,-1.097314,2.396121,1.453666,-1.393135,-0.058487,-0.00114,2.396122 
 4.72,4,723104056,0.707976,-1.939172,1.947956,-1.580406,-1.571504,0.707976,-1.054497,0.749009,-0.45671,-0.293188,0.00075,-1.054497,2.299517,1.371627,-1.4034,0.033653,-0.001166,2.299518 
 4.74,4,741363956,0.689104,-1.925267,1.939383,-1.585754,-1.57149,0.689104,-1.013351,0.773319,-0.482418,-0.291756,0.000729,-1.013351,2.207602,1.291246,-1.41268,0.123159,-0.001184,2.207603 
 4.75,4,759639073,0.670954,-1.910919,1.93033,-1.591066,-1.571477,0.670953,-0.97381,0.796195,-0.508306,-0.288714,0.000707,-0.97381,2.119945,1.212422,-1.420617,0.209776,-0.001195,2.119946 
 4.77,4,777925122,0.653501,-1.896157,1.920798,-1.59631,-1.571464,0.653501,-0.931272,0.813558,-0.531631,-0.282721,0.000682,-0.931272,2.520074,0.683463,-1.124973,0.443372,-0.001558,2.520074 
 4.79,4,796402109,0.636722,-1.881009,1.910784,-1.601459,-1.571452,0.636721,-0.886074,0.825282,-0.552124,-0.273919,0.000653,-0.886073,2.373096,0.586053,-1.093422,0.509058,-0.001515,2.373096 
 4.81,4,815070296,0.620592,-1.8655,1.900287,-1.606484,-1.57144,0.620591,-0.842394,0.834675,-0.571752,-0.263653,0.000625,-0.842394,2.30477,0.420696,-1.00898,0.589877,-0.001522,2.30477 
 4.83,4,833962050,0.605086,-1.849657,1.889307,-1.61136,-1.571429,0.605086,-0.797268,0.838625,-0.5882,-0.251124,0.000594,-0.797268,2.462027,-0.0,-0.73106,0.732766,-0.001689,2.462027 
 4.85,4,853225152,0.590181,-1.833503,1.877842,-1.616063,-1.571417,0.59018,-0.748679,0.834473,-0.599293,-0.235845,0.000561,-0.748679,2.570441,-0.425073,-0.421854,0.848726,-0.001816,2.570441 
 4.87,4,873029315,0.575851,-1.817059,1.865892,-1.62057,-1.571407,0.575851,-0.697306,0.822142,-0.604546,-0.218224,0.000524,-0.697305,2.604889,-0.811208,-0.112361,0.925416,-0.00188,2.604889 
 4.89,4,893561611,0.562073,-1.800347,1.853456,-1.624859,-1.571396,0.562073,-0.641018,0.798081,-0.600801,-0.197868,0.000483,-0.641018,2.844299,-1.504621,0.46221,1.044522,-0.002093,2.844299 
 4.91,4,915246568,0.548824,-1.783385,1.840534,-1.62891,-1.571386,0.548823,-0.578576,0.759535,-0.585312,-0.174763,0.000437,-0.578576,2.880764,-2.013937,0.94277,1.073386,-0.002147,2.880763 
 4.93,4,938580168,0.53608,-1.766191,1.827124,-1.632706,-1.571377,0.53608,-0.511494,0.706987,-0.557619,-0.149855,0.000386,-0.511494,2.826824,-2.437071,1.393209,1.046133,-0.002125,2.826824 
 4.96,4,964291639,0.52382,-1.748781,1.813226,-1.636229,-1.571367,0.523819,-0.487714,0.710671,-0.574281,-0.136866,0.000369,-0.487714,-0.881487,2.719346,-2.73379,0.01314,0.000666,-0.881487 
 4.98,4,987953690,0.512022,-1.731171,1.798839,-1.639464,-1.571358,0.512022,-0.465554,0.711045,-0.587329,-0.124181,0.000352,-0.465554,2.647605,-2.65975,1.658409,1.003527,-0.002009,2.647605 
 5.01,5,14209590,0.500666,-1.713374,1.783961,-1.642396,-1.57135,0.500666,-0.399948,0.640875,-0.54152,-0.099764,0.000302,-0.399948,2.325302,-2.640447,1.793201,0.849247,-0.001769,2.325302 
 5.04,5,43971525,0.489732,-1.6954,1.768592,-1.645011,-1.571342,0.489732,-0.33154,0.556592,-0.480907,-0.076034,0.00025,-0.33154,2.193069,-2.894265,2.172065,0.724215,-0.001667,2.193069 
 5.07,5,79586030,0.479201,-1.677262,1.752729,-1.647297,-1.571334,0.479201,-0.312801,0.552052,-0.488655,-0.063737,0.000235,-0.312801,-1.030848,2.577338,-2.606516,0.027767,0.000757,-1.030848 
 5.11,5,110341244,0.469055,-1.658969,1.73637,-1.649243,-1.571326,0.469054,-0.338332,0.624375,-0.564832,-0.05992,0.000254,-0.338332,-0.571786,2.005448,-2.23415,0.227679,0.000402,-0.571786 
 5.13,5,138542055,0.459276,-1.640527,1.719513,-1.650839,-1.571319,0.459275,-0.3177,0.611416,-0.564603,-0.047177,0.000237,-0.3177,1.909812,-2.79424,2.179156,0.616905,-0.001455,1.909812 
 5.17,5,171206141,0.449847,-1.621945,1.702154,-1.652073,-1.571312,0.449847,-0.256061,0.514465,-0.485252,-0.029517,0.000191,-0.256061,1.776531,-2.96825,2.518944,0.451148,-0.001344,1.77653 
 5.21,5,211894949,0.440754,-1.603227,1.684289,-1.652937,-1.571305,0.440754,-0.207601,0.43597,-0.420295,-0.015929,0.000154,-0.207601,0.734831,-1.113383,0.868161,0.245928,-0.000561,0.734831 
 5.25,5,257656963,0.431981,-1.584377,1.665914,-1.653423,-1.571299,0.43198,-0.131395,0.285593,-0.280037,-0.005721,9.7e-05,-0.131395,1.463188,-3.063777,2.946898,0.118666,-0.001085,1.463188 
 5.37,5,376807391,0.423513,-1.565399,1.647024,-1.653522,-1.571292,0.423512,-0.143634,-0.002357,0.002573,-0.000262,0.000168,-0.143634,-1.415553,-3.15317,3.143005,0.01105,0.002256,-1.415551 
 5.46,5,462702733,0.404942,-1.579485,1.661084,-1.653496,-1.571268,0.404942,-0.317048,-0.234174,0.231431,0.002741,0.000412,-0.317048,-3.073671,-2.138921,2.06464,0.074285,0.003906,-3.073669 
 5.50,5,508052535,0.385991,-1.593287,1.674651,-1.653261,-1.571243,0.38599,-0.476913,-0.33941,0.330855,0.008555,0.000611,-0.476913,-2.899086,-1.722098,1.556293,0.165846,0.003501,-2.899084 
 5.54,5,544127116,0.366657,-1.606796,1.687729,-1.65283,-1.571219,0.366657,-0.588488,-0.401911,0.385992,0.015921,0.000744,-0.588487,-3.146009,-1.642803,1.404039,0.238848,0.003669,-3.146007 
 5.57,5,574880583,0.346943,-1.62,1.700321,-1.652218,-1.571194,0.346943,-0.681699,-0.44634,0.422364,0.023982,0.00085,-0.681698,-2.776158,-1.159784,0.881954,0.277962,0.003077,-2.776156 
 5.60,5,602697967,0.326849,-1.632889,1.71243,-1.651438,-1.571169,0.326849,-0.760136,-0.476462,0.444244,0.032228,0.000936,-0.760136,-2.826665,-0.98291,0.670693,0.312405,0.003035,-2.826663 
 5.62,5,628352592,0.306379,-1.645449,1.724057,-1.650504,-1.571144,0.306378,-0.83098,-0.498089,0.457667,0.040439,0.00101,-0.830979,-2.656364,-0.682079,0.358148,0.32418,0.002737,-2.656362 
 5.65,5,652475238,0.285536,-1.657669,1.735204,-1.649431,-1.571119,0.285536,-0.899832,-0.515015,0.46641,0.048628,0.001081,-0.899831,-3.059995,-0.721305,0.36642,0.355214,0.00314,-3.059993 
 5.67,5,675144302,0.264326,-1.669535,1.745875,-1.648234,-1.571094,0.264326,-0.964407,-0.526455,0.470053,0.056433,0.001146,-0.964407,-2.593557,-0.270498,-0.057968,0.32886,0.002508,-2.593555 
 5.69,5,696862117,0.242756,-1.681034,1.756069,-1.64693,-1.571068,0.242756,-1.018519,-0.529408,0.466137,0.063311,0.001197,-1.018518,-2.371928,0.004564,-0.306491,0.30239,0.002194,-2.371926 
 5.71,5,717862755,0.220835,-1.692151,1.765789,-1.645532,-1.571043,0.220834,-1.075959,-0.531467,0.461568,0.06995,0.001251,-1.075958,-3.125521,-0.205196,-0.126132,0.331911,0.003019,-3.12552 
 5.73,5,737954657,0.198571,-1.702871,1.775037,-1.644058,-1.571017,0.198571,-1.130564,-0.529858,0.45409,0.075832,0.001302,-1.130563,-2.267395,0.374575,-0.623082,0.249137,0.001978,-2.267394 
 5.75,5,757548820,0.175978,-1.713181,1.783814,-1.642524,-1.570991,0.175978,-1.176469,-0.521875,0.441469,0.080483,0.001342,-1.176468,-2.420345,0.441152,-0.665749,0.225324,0.002121,-2.420344 
 5.77,5,776642404,0.153068,-1.723064,1.79212,-1.640946,-1.570965,0.153068,-1.218057,-0.510227,0.42622,0.084097,0.001377,-1.218057,-1.920139,0.77969,-0.930482,0.151569,0.00153,-1.920138 
 5.79,5,795418505,0.129856,-1.732505,1.799957,-1.63934,-1.570939,0.129856,-1.254966,-0.494942,0.408449,0.0866,0.001407,-1.254965,-2.012652,0.849274,-0.963119,0.114713,0.001619,-2.012652 
